SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
50,4,8,16,057,Idaho,Latah County,37244,40108
50,4,8,16,059,Idaho,Lemhi County,7936,8027
50,4,8,16,061,Idaho,Lewis County,3821,3838
50,4,8,16,063,Idaho,Lincoln County,5208,5366
50,4,8,16,065,Idaho,Madison County,37536,39907
50,4,8,16,067,Idaho,Minidoka County,20069,21039
50,4,8,16,069,Idaho,Nez Perce County,39265,40408
50,4,8,16,071,Idaho,Oneida County,4286,4531
50,4,8,16,073,Idaho,Owyhee County,11526,11823
50,4,8,16,075,Idaho,Payette County,22623,23951
50,4,8,16,077,Idaho,Power County,7817,7681
50,4,8,16,079,Idaho,Shoshone County,12765,12882
50,4,8,16,081,Idaho,Teton County,10170,12142
50,4,8,16,083,Idaho,Twin Falls County,77230,86878
50,4,8,16,085,Idaho,Valley County,9862,11392
50,4,8,16,087,Idaho,Washington County,10198,10194
40,2,3,17,000,Illinois,Illinois,12830632,12671821
50,2,3,17,001,Illinois,Adams County,67103,65435
50,2,3,17,003,Illinois,Alexander County,8238,5761
50,2,3,17,005,Illinois,Bond County,17768,16426
50,2,3,17,007,Illinois,Boone County,54165,53544
50,2,3,17,009,Illinois,Brown County,6937,6578
50,2,3,17,011,Illinois,Bureau County,34978,32628
50,2,3,17,013,Illinois,Calhoun County,5089,4739
50,2,3,17,015,Illinois,Carroll County,15387,14305
50,2,3,17,017,Illinois,Cass County,13642,12147
50,2,3,17,019,Illinois,Champaign County,201081,209689
50,2,3,17,021,Illinois,Christian County,34800,32304
50,2,3,17,023,Illinois,Clark County,16335,15441
50,2,3,17,025,Illinois,Clay County,13815,13184
50,2,3,17,027,Illinois,Clinton County,37762,37562
50,2,3,17,029,Illinois,Coles County,53873,50621
50,2,3,17,031,Illinois,Cook County,5194675,5150233
50,2,3,17,033,Illinois,Crawford County,19817,18667
50,2,3,17,035,Illinois,Cumberland County,11048,10766
50,2,3,17,037,Illinois,DeKalb County,105160,104897
50,2,3,17,039,Illinois,De Witt County,16561,15638
50,2,3,17,041,Illinois,Douglas County,19980,19465
50,2,3,17,043,Illinois,DuPage County,916924,922921
50,2,3,17,045,Illinois,Edgar County,18576,17161
50,2,3,17,047,Illinois,Edwards County,6721,6395
50,2,3,17,049,Illinois,Effingham County,34242,34008
50,2,3,17,051,Illinois,Fayette County,22140,21336
50,2,3,17,053,Illinois,Ford County,14081,12961
50,2,3,17,055,Illinois,Franklin County,39561,38469
50,2,3,17,057,Illinois,Fulton County,37069,34340
50,2,3,17,059,Illinois,Gallatin County,5589,4828
50,2,3,17,061,Illinois,Greene County,13886,12969
50,2,3,17,063,Illinois,Grundy County,50063,51054
50,2,3,17,065,Illinois,Hamilton County,8457,8116
50,2,3,17,067,Illinois,Hancock County,19104,17708
50,2,3,17,069,Illinois,Hardin County,4320,3821
50,2,3,17,071,Illinois,Henderson County,7331,6646
50,2,3,17,073,Illinois,Henry County,50486,48913
50,2,3,17,075,Illinois,Iroquois County,29718,27114
50,2,3,17,077,Illinois,Jackson County,60218,56750
50,2,3,17,079,Illinois,Jasper County,9698,9610
50,2,3,17,081,Illinois,Jefferson County,38827,37684
50,2,3,17,083,Illinois,Jersey County,22985,21773
50,2,3,17,085,Illinois,Jo Daviess County,22678,21235
50,2,3,17,087,Illinois,Johnson County,12582,12417
50,2,3,17,089,Illinois,Kane County,515269,532403
50,2,3,17,091,Illinois,Kankakee County,113449,109862
50,2,3,17,093,Illinois,Kendall County,114736,128990
50,2,3,17,095,Illinois,Knox County,52919,49699
50,2,3,17,097,Illinois,Lake County,703462,696535
50,2,3,17,099,Illinois,LaSalle County,113924,108669
50,2,3,17,101,Illinois,Lawrence County,16833,15678
50,2,3,17,103,Illinois,Lee County,36031,34096
50,2,3,17,105,Illinois,Livingston County,38950,35648
50,2,3,17,107,Illinois,Logan County,30305,28618
50,2,3,17,109,Illinois,McDonough County,32612,29682
50,2,3,17,111,Illinois,McHenry County,308760,307774
50,2,3,17,113,Illinois,McLean County,169572,171517
50,2,3,17,115,Illinois,Macon County,110768,104009
50,2,3,17,117,Illinois,Macoupin County,47765,44926
50,2,3,17,119,Illinois,Madison County,269282,262966
50,2,3,17,121,Illinois,Marion County,39437,37205
50,2,3,17,123,Illinois,Marshall County,12640,11438
50,2,3,17,125,Illinois,Mason County,14666,13359
50,2,3,17,127,Illinois,Massac County,15429,13772
50,2,3,17,129,Illinois,Menard County,12705,12196
50,2,3,17,131,Illinois,Mercer County,16434,15437
50,2,3,17,133,Illinois,Monroe County,32957,34637
50,2,3,17,135,Illinois,Montgomery County,30104,28414
50,2,3,17,137,Illinois,Morgan County,35547,33658
50,2,3,17,139,Illinois,Moultrie County,14846,14501
50,2,3,17,141,Illinois,Ogle County,53497,50643
50,2,3,17,143,Illinois,Peoria County,186494,179179
50,2,3,17,145,Illinois,Perry County,22350,20916
50,2,3,17,147,Illinois,Piatt County,16729,16344
50,2,3,17,149,Illinois,Pike County,16430,15561
50,2,3,17,151,Illinois,Pope County,4470,4177
50,2,3,17,153,Illinois,Pulaski County,6161,5335
50,2,3,17,155,Illinois,Putnam County,6006,5739
50,2,3,17,157,Illinois,Randolph County,33476,31782
50,2,3,17,159,Illinois,Richland County,16233,15513
50,2,3,17,161,Illinois,Rock Island County,147546,141879
50,2,3,17,163,Illinois,St. Clair County,270056,259686
50,2,3,17,165,Illinois,Saline County,24913,23491
50,2,3,17,167,Illinois,Sangamon County,197465,194672
50,2,3,17,169,Illinois,Schuyler County,7544,6768
50,2,3,17,171,Illinois,Scott County,5355,4951
50,2,3,17,173,Illinois,Shelby County,22363,21634
50,2,3,17,175,Illinois,Stark County,5994,5342
50,2,3,17,177,Illinois,Stephenson County,47711,44498
50,2,3,17,179,Illinois,Tazewell County,135394,131803
50,2,3,17,181,Illinois,Union County,17808,16653
50,2,3,17,183,Illinois,Vermilion County,81625,75758
50,2,3,17,185,Illinois,Wabash County,11947,11520
50,2,3,17,187,Illinois,Warren County,17707,16844
50,2,3,17,189,Illinois,Washington County,14716,13887
50,2,3,17,191,Illinois,Wayne County,16760,16215
50,2,3,17,193,Illinois,White County,14665,13537
50,2,3,17,195,Illinois,Whiteside County,58498,55175
50,2,3,17,197,Illinois,Will County,677560,690743
50,2,3,17,199,Illinois,Williamson County,66357,66597
50,2,3,17,201,Illinois,Winnebago County,295266,282572
50,2,3,17,203,Illinois,Woodford County,38664,38459
40,2,3,18,000,Indiana,Indiana,6483802,6732219
50,2,3,18,001,Indiana,Adams County,34387,35777
50,2,3,18,003,Indiana,Allen County,355329,379299
50,2,3,18,005,Indiana,Bartholomew County,76794,83779
50,2,3,18,007,Indiana,Benton County,8854,8748
50,2,3,18,009,Indiana,Blackford County,12766,11758
50,2,3,18,011,Indiana,Boone County,56640,67843
50,2,3,18,013,Indiana,Brown County,15242,15092
50,2,3,18,015,Indiana,Carroll County,20155,20257
50,2,3,18,017,Indiana,Cass County,38966,37689
50,2,3,18,019,Indiana,Clark County,110232,118302
50,2,3,18,021,Indiana,Clay County,26890,26225
50,2,3,18,023,Indiana,Clinton County,33224,32399
50,2,3,18,025,Indiana,Crawford County,10713,10577
50,2,3,18,027,Indiana,Daviess County,31648,33351
50,2,3,18,029,Indiana,Dearborn County,50047,49458
50,2,3,18,031,Indiana,Decatur County,25740,26559
50,2,3,18,033,Indiana,DeKalb County,42223,43475
50,2,3,18,035,Indiana,Delaware County,117671,114135
50,2,3,18,037,Indiana,Dubois County,41889,42736
50,2,3,18,039,Indiana,Elkhart County,197559,206341
50,2,3,18,041,Indiana,Fayette County,24277,23102
50,2,3,18,043,Indiana,Floyd County,74578,78522
50,2,3,18,045,Indiana,Fountain County,17240,16346
50,2,3,18,047,Indiana,Franklin County,23087,22758
50,2,3,18,049,Indiana,Fulton County,20836,19974
50,2,3,18,051,Indiana,Gibson County,33503,33659
50,2,3,18,053,Indiana,Grant County,70061,65769
50,2,3,18,055,Indiana,Greene County,33165,31922
50,2,3,18,057,Indiana,Hamilton County,274569,338011
50,2,3,18,059,Indiana,Hancock County,70002,78168
50,2,3,18,061,Indiana,Harrison County,39364,40515
50,2,3,18,063,Indiana,Hendricks County,145448,170311
50,2,3,18,065,Indiana,Henry County,49462,47972
50,2,3,18,067,Indiana,Howard County,82752,82544
50,2,3,18,069,Indiana,Huntington County,37124,36520
50,2,3,18,071,Indiana,Jackson County,42376,44231
50,2,3,18,073,Indiana,Jasper County,33478,33562
50,2,3,18,075,Indiana,Jay County,21253,20436
50,2,3,18,077,Indiana,Jefferson County,32428,32308
50,2,3,18,079,Indiana,Jennings County,28525,27735
50,2,3,18,081,Indiana,Johnson County,139654,158167
50,2,3,18,083,Indiana,Knox County,38440,36594
50,2,3,18,085,Indiana,Kosciusko County,77358,79456
50,2,3,18,087,Indiana,LaGrange County,37128,39614
50,2,3,18,089,Indiana,Lake County,496005,485493
50,2,3,18,091,Indiana,LaPorte County,111467,109888
50,2,3,18,093,Indiana,Lawrence County,46134,45370
50,2,3,18,095,Indiana,Madison County,131636,129569
50,2,3,18,097,Indiana,Marion County,903393,964582
50,2,3,18,099,Indiana,Marshall County,47051,46258
50,2,3,18,101,Indiana,Martin County,10334,10255
50,2,3,18,103,Indiana,Miami County,36903,35516
50,2,3,18,105,Indiana,Monroe County,137974,148431
50,2,3,18,107,Indiana,Montgomery County,38124,38338
50,2,3,18,109,Indiana,Morgan County,68894,70489
50,2,3,18,111,Indiana,Newton County,14244,13984
50,2,3,18,113,Indiana,Noble County,47536,47744
50,2,3,18,115,Indiana,Ohio County,6128,5875
50,2,3,18,117,Indiana,Orange County,19840,19646
50,2,3,18,119,Indiana,Owen County,21575,20799
50,2,3,18,121,Indiana,Parke County,17339,16937
50,2,3,18,123,Indiana,Perry County,19338,19169
50,2,3,18,125,Indiana,Pike County,12845,12389
50,2,3,18,127,Indiana,Porter County,164343,170389
50,2,3,18,129,Indiana,Posey County,25910,25427
50,2,3,18,131,Indiana,Pulaski County,13402,12353
50,2,3,18,133,Indiana,Putnam County,37963,37576
50,2,3,18,135,Indiana,Randolph County,26171,24665
50,2,3,18,137,Indiana,Ripley County,28818,28324
50,2,3,18,139,Indiana,Rush County,17392,16581
50,2,3,18,141,Indiana,St. Joseph County,266931,271826
50,2,3,18,143,Indiana,Scott County,24181,23873
50,2,3,18,145,Indiana,Shelby County,44436,44729
50,2,3,18,147,Indiana,Spencer County,20952,20277
50,2,3,18,149,Indiana,Starke County,23363,22995
50,2,3,18,151,Indiana,Steuben County,34185,34594
50,2,3,18,153,Indiana,Sullivan County,21475,20669
50,2,3,18,155,Indiana,Switzerland County,10613,10751
50,2,3,18,157,Indiana,Tippecanoe County,172780,195732
50,2,3,18,159,Indiana,Tipton County,15936,15148
50,2,3,18,161,Indiana,Union County,7516,7054
50,2,3,18,163,Indiana,Vanderburgh County,179703,181451
50,2,3,18,165,Indiana,Vermillion County,16212,15498
50,2,3,18,167,Indiana,Vigo County,107848,107038
50,2,3,18,169,Indiana,Wabash County,32888,30996
50,2,3,18,171,Indiana,Warren County,8508,8265
50,2,3,18,173,Indiana,Warrick County,59689,62998
50,2,3,18,175,Indiana,Washington County,28262,28036
50,2,3,18,177,Indiana,Wayne County,68917,65884
50,2,3,18,179,Indiana,Wells County,27636,28296
50,2,3,18,181,Indiana,White County,24643,24102
50,2,3,18,183,Indiana,Whitley County,33292,33964
40,2,4,19,000,Iowa,Iowa,3046355,3155070
50,2,4,19,001,Iowa,Adair County,7682,7152
50,2,4,19,003,Iowa,Adams County,4029,3602
50,2,4,19,005,Iowa,Allamakee County,14330,13687
50,2,4,19,007,Iowa,Appanoose County,12887,12426
50,2,4,19,009,Iowa,Audubon County,6119,5496
50,2,4,19,011,Iowa,Benton County,26076,25645
50,2,4,19,013,Iowa,Black Hawk County,131090,131228
50,2,4,19,015,Iowa,Boone County,26306,26234
50,2,4,19,017,Iowa,Bremer County,24276,25062
50,2,4,19,019,Iowa,Buchanan County,20958,21175
50,2,4,19,021,Iowa,Buena Vista County,20260,19620
50,2,4,19,023,Iowa,Butler County,14867,14439
50,2,4,19,025,Iowa,Calhoun County,9670,9668
50,2,4,19,027,Iowa,Carroll County,20816,20165
50,2,4,19,029,Iowa,Cass County,13956,12836
50,2,4,19,031,Iowa,Cedar County,18499,18627
50,2,4,19,033,Iowa,Cerro Gordo County,44151,42450
50,2,4,19,035,Iowa,Cherokee County,12072,11235
50,2,4,19,037,Iowa,Chickasaw County,12439,11933
50,2,4,19,039,Iowa,Clarke County,9286,9395
50,2,4,19,041,Iowa,Clay County,16667,16016
50,2,4,19,043,Iowa,Clayton County,18129,17549
50,2,4,19,045,Iowa,Clinton County,49116,46429
50,2,4,19,047,Iowa,Crawford County,17096,16820
50,2,4,19,049,Iowa,Dallas County,66135,93453
50,2,4,19,051,Iowa,Davis County,8753,9000
50,2,4,19,053,Iowa,Decatur County,8457,7870
50,2,4,19,055,Iowa,Delaware County,17764,17011
50,2,4,19,057,Iowa,Des Moines County,40325,38967
50,2,4,19,059,Iowa,Dickinson County,16667,17258
50,2,4,19,061,Iowa,Dubuque County,93653,97311
50,2,4,19,063,Iowa,Emmet County,10302,9208
50,2,4,19,065,Iowa,Fayette County,20880,19650
50,2,4,19,067,Iowa,Floyd County,16303,15642
50,2,4,19,069,Iowa,Franklin County,10680,10070
50,2,4,19,071,Iowa,Fremont County,7441,6960
50,2,4,19,073,Iowa,Greene County,9336,8888
50,2,4,19,075,Iowa,Grundy County,12453,12232
50,2,4,19,077,Iowa,Guthrie County,10954,10689
50,2,4,19,079,Iowa,Hamilton County,15673,14773
50,2,4,19,081,Iowa,Hancock County,11341,10630
50,2,4,19,083,Iowa,Hardin County,17534,16846
50,2,4,19,085,Iowa,Harrison County,14928,14049
50,2,4,19,087,Iowa,Henry County,20145,19954
50,2,4,19,089,Iowa,Howard County,9566,9158
50,2,4,19,091,Iowa,Humboldt County,9815,9558
50,2,4,19,093,Iowa,Ida County,7089,6860
50,2,4,19,095,Iowa,Iowa County,16355,16184
50,2,4,19,097,Iowa,Jackson County,19848,19439
50,2,4,19,099,Iowa,Jasper County,36842,37185
50,2,4,19,101,Iowa,Jefferson County,16843,18295
50,2,4,19,103,Iowa,Johnson County,130882,151140
50,2,4,19,105,Iowa,Jones County,20638,20681
50,2,4,19,107,Iowa,Keokuk County,10511,10246
50,2,4,19,109,Iowa,Kossuth County,15543,14813
50,2,4,19,111,Iowa,Lee County,35862,33657
50,2,4,19,113,Iowa,Linn County,211226,226706
50,2,4,19,115,Iowa,Louisa County,11387,11035
50,2,4,19,117,Iowa,Lucas County,8898,8600
50,2,4,19,119,Iowa,Lyon County,11581,11755
50,2,4,19,121,Iowa,Madison County,15679,16338
50,2,4,19,123,Iowa,Mahaska County,22381,22095
50,2,4,19,125,Iowa,Marion County,33309,33253
50,2,4,19,127,Iowa,Marshall County,40648,39369
50,2,4,19,129,Iowa,Mills County,15059,15109
50,2,4,19,131,Iowa,Mitchell County,10776,10586
50,2,4,19,133,Iowa,Monona County,9243,8615
50,2,4,19,135,Iowa,Monroe County,7970,7707
50,2,4,19,137,Iowa,Montgomery County,10740,9917
50,2,4,19,139,Iowa,Muscatine County,42745,42664
50,2,4,19,141,Iowa,O'Brien County,14398,13753
50,2,4,19,143,Iowa,Osceola County,6462,5958
50,2,4,19,145,Iowa,Page County,15932,15107
50,2,4,19,147,Iowa,Palo Alto County,9421,8886
50,2,4,19,149,Iowa,Plymouth County,24986,25177
50,2,4,19,151,Iowa,Pocahontas County,7310,6619
50,2,4,19,153,Iowa,Polk County,430640,490161
50,2,4,19,155,Iowa,Pottawattamie County,93158,93206
50,2,4,19,157,Iowa,Poweshiek County,18914,18504
50,2,4,19,159,Iowa,Ringgold County,5131,4894
50,2,4,19,161,Iowa,Sac County,10350,9721
50,2,4,19,163,Iowa,Scott County,165224,172943
50,2,4,19,165,Iowa,Shelby County,12167,11454
50,2,4,19,167,Iowa,Sioux County,33704,34855
50,2,4,19,169,Iowa,Story County,89542,97117
50,2,4,19,171,Iowa,Tama County,17767,16854
50,2,4,19,173,Iowa,Taylor County,6317,6121
50,2,4,19,175,Iowa,Union County,12534,12241
50,2,4,19,177,Iowa,Van Buren County,7570,7044
50,2,4,19,179,Iowa,Wapello County,35625,34969
50,2,4,19,181,Iowa,Warren County,46225,51466
50,2,4,19,183,Iowa,Washington County,21704,21965
50,2,4,19,185,Iowa,Wayne County,6403,6441
50,2,4,19,187,Iowa,Webster County,38013,35904
50,2,4,19,189,Iowa,Winnebago County,10866,10354
50,2,4,19,191,Iowa,Winneshiek County,21056,19991
50,2,4,19,193,Iowa,Woodbury County,102172,103107
50,2,4,19,195,Iowa,Worth County,7598,7381
50,2,4,19,197,Iowa,Wright County,13229,12562
40,2,4,20,000,Kansas,Kansas,2853118,2913314
50,2,4,20,001,Kansas,Allen County,13371,12369
50,2,4,20,003,Kansas,Anderson County,8102,7858
50,2,4,20,005,Kansas,Atchison County,16924,16073
50,2,4,20,007,Kansas,Barber County,4861,4427
50,2,4,20,009,Kansas,Barton County,27674,25779
50,2,4,20,011,Kansas,Bourbon County,15173,14534
50,2,4,20,013,Kansas,Brown County,9984,9564
50,2,4,20,015,Kansas,Butler County,65880,66911
50,2,4,20,017,Kansas,Chase County,2790,2648
50,2,4,20,019,Kansas,Chautauqua County,3669,3250
50,2,4,20,021,Kansas,Cherokee County,21603,19939
50,2,4,20,023,Kansas,Cheyenne County,2726,2657
50,2,4,20,025,Kansas,Clark County,2215,1994
50,2,4,20,027,Kansas,Clay County,8535,8002
50,2,4,20,029,Kansas,Cloud County,9533,8786
50,2,4,20,031,Kansas,Coffey County,8601,8179
50,2,4,20,033,Kansas,Comanche County,1891,1700
50,2,4,20,035,Kansas,Cowley County,36311,34908
50,2,4,20,037,Kansas,Crawford County,39134,38818
50,2,4,20,039,Kansas,Decatur County,2961,2827
50,2,4,20,041,Kansas,Dickinson County,19754,18466
50,2,4,20,043,Kansas,Doniphan County,7945,7600
50,2,4,20,045,Kansas,Douglas County,110826,122259
50,2,4,20,047,Kansas,Edwards County,3037,2798
50,2,4,20,049,Kansas,Elk County,2882,2530
50,2,4,20,051,Kansas,Ellis County,28452,28553
50,2,4,20,053,Kansas,Ellsworth County,6497,6102
50,2,4,20,055,Kansas,Finney County,36776,36467
50,2,4,20,057,Kansas,Ford County,33848,33619
50,2,4,20,059,Kansas,Franklin County,25992,25544
50,2,4,20,061,Kansas,Geary County,34362,31670
50,2,4,20,063,Kansas,Gove County,2695,2636
50,2,4,20,065,Kansas,Graham County,2597,2482
50,2,4,20,067,Kansas,Grant County,7829,7150
50,2,4,20,069,Kansas,Gray County,6006,5988
50,2,4,20,071,Kansas,Greeley County,1247,1232
50,2,4,20,073,Kansas,Greenwood County,6689,5982
50,2,4,20,075,Kansas,Hamilton County,2690,2539
50,2,4,20,077,Kansas,Harper County,6034,5436
50,2,4,20,079,Kansas,Harvey County,34684,34429
50,2,4,20,081,Kansas,Haskell County,4256,3968
50,2,4,20,083,Kansas,Hodgeman County,1916,1794
50,2,4,20,085,Kansas,Jackson County,13462,13171
50,2,4,20,087,Kansas,Jefferson County,19126,19043
50,2,4,20,089,Kansas,Jewell County,3077,2879
50,2,4,20,091,Kansas,Johnson County,544179,602401
50,2,4,20,093,Kansas,Kearny County,3977,3838
50,2,4,20,095,Kansas,Kingman County,7858,7152
50,2,4,20,097,Kansas,Kiowa County,2553,2475
50,2,4,20,099,Kansas,Labette County,21607,19618
50,2,4,20,101,Kansas,Lane County,1750,1535
50,2,4,20,103,Kansas,Leavenworth County,76227,81758
50,2,4,20,105,Kansas,Lincoln County,3241,2962
50,2,4,20,107,Kansas,Linn County,9656,9703
50,2,4,20,109,Kansas,Logan County,2756,2794
50,2,4,20,111,Kansas,Lyon County,33690,33195
50,2,4,20,113,Kansas,McPherson County,29180,28542
50,2,4,20,115,Kansas,Marion County,12660,11884
50,2,4,20,117,Kansas,Marshall County,10117,9707
50,2,4,20,119,Kansas,Meade County,4575,4033
50,2,4,20,121,Kansas,Miami County,32787,34237
50,2,4,20,123,Kansas,Mitchell County,6373,5979
50,2,4,20,125,Kansas,Montgomery County,35471,31829
50,2,4,20,127,Kansas,Morris County,5923,5620
50,2,4,20,129,Kansas,Morton County,3233,2587
50,2,4,20,131,Kansas,Nemaha County,10178,10231
50,2,4,20,133,Kansas,Neosho County,16512,16007
50,2,4,20,135,Kansas,Ness County,3107,2750
50,2,4,20,137,Kansas,Norton County,5671,5361
50,2,4,20,139,Kansas,Osage County,16295,15949
50,2,4,20,141,Kansas,Osborne County,3858,3421
50,2,4,20,143,Kansas,Ottawa County,6091,5704
50,2,4,20,145,Kansas,Pawnee County,6973,6414
50,2,4,20,147,Kansas,Phillips County,5642,5234
50,2,4,20,149,Kansas,Pottawatomie County,21604,24383
50,2,4,20,151,Kansas,Pratt County,9656,9164
50,2,4,20,153,Kansas,Rawlins County,2519,2530
50,2,4,20,155,Kansas,Reno County,64511,61998
50,2,4,20,157,Kansas,Republic County,4980,4636
50,2,4,20,159,Kansas,Rice County,10083,9537
50,2,4,20,161,Kansas,Riley County,71115,74232
50,2,4,20,163,Kansas,Rooks County,5181,4920
50,2,4,20,165,Kansas,Rush County,3307,3036
50,2,4,20,167,Kansas,Russell County,6970,6856
50,2,4,20,169,Kansas,Saline County,55606,54224
50,2,4,20,171,Kansas,Scott County,4936,4823
50,2,4,20,173,Kansas,Sedgwick County,498365,516042
50,2,4,20,175,Kansas,Seward County,22952,21428
50,2,4,20,177,Kansas,Shawnee County,177934,176875
50,2,4,20,179,Kansas,Sheridan County,2556,2521
50,2,4,20,181,Kansas,Sherman County,6010,5917
50,2,4,20,183,Kansas,Smith County,3853,3583
50,2,4,20,185,Kansas,Stafford County,4437,4156
50,2,4,20,187,Kansas,Stanton County,2235,2006
50,2,4,20,189,Kansas,Stevens County,5724,5485
50,2,4,20,191,Kansas,Sumner County,24132,22836
50,2,4,20,193,Kansas,Thomas County,7900,7777
50,2,4,20,195,Kansas,Trego County,3001,2803
50,2,4,20,197,Kansas,Wabaunsee County,7053,6931
50,2,4,20,199,Kansas,Wallace County,1485,1518
50,2,4,20,201,Kansas,Washington County,5799,5406
50,2,4,20,203,Kansas,Wichita County,2234,2119
50,2,4,20,205,Kansas,Wilson County,9409,8525
50,2,4,20,207,Kansas,Woodson County,3309,3138
50,2,4,20,209,Kansas,Wyandotte County,157505,165429
40,3,6,21,000,Kentucky,Kentucky,4339367,4467673
50,3,6,21,001,Kentucky,Adair County,18656,19202
50,3,6,21,003,Kentucky,Allen County,19956,21315
50,3,6,21,005,Kentucky,Anderson County,21421,22747
50,3,6,21,007,Kentucky,Ballard County,8249,7888
50,3,6,21,009,Kentucky,Barren County,42173,44249
50,3,6,21,011,Kentucky,Bath County,11591,12500
50,3,6,21,013,Kentucky,Bell County,28691,26032
50,3,6,21,015,Kentucky,Boone County,118811,133581
50,3,6,21,017,Kentucky,Bourbon County,19985,19788
50,3,6,21,019,Kentucky,Boyd County,49542,46718
50,3,6,21,021,Kentucky,Boyle County,28432,30060
50,3,6,21,023,Kentucky,Bracken County,8488,8303
50,3,6,21,025,Kentucky,Breathitt County,13878,12630
50,3,6,21,027,Kentucky,Breckinridge County,20059,20477
50,3,6,21,029,Kentucky,Bullitt County,74319,81676
50,3,6,21,031,Kentucky,Butler County,12690,12879
50,3,6,21,033,Kentucky,Caldwell County,12984,12747
50,3,6,21,035,Kentucky,Calloway County,37191,39001
50,3,6,21,037,Kentucky,Campbell County,90336,93584
50,3,6,21,039,Kentucky,Carlisle County,5104,4760
50,3,6,21,041,Kentucky,Carroll County,10811,10631
50,3,6,21,043,Kentucky,Carter County,27720,26797
50,3,6,21,045,Kentucky,Casey County,15955,16159
50,3,6,21,047,Kentucky,Christian County,73955,70461
50,3,6,21,049,Kentucky,Clark County,35613,36263
50,3,6,21,051,Kentucky,Clay County,21730,19901
50,3,6,21,053,Kentucky,Clinton County,10272,10218
50,3,6,21,055,Kentucky,Crittenden County,9315,8806
50,3,6,21,057,Kentucky,Cumberland County,6856,6614
50,3,6,21,059,Kentucky,Daviess County,96656,101511
50,3,6,21,061,Kentucky,Edmonson County,12161,12150
50,3,6,21,063,Kentucky,Elliott County,7852,7517
50,3,6,21,065,Kentucky,Estill County,14672,14106
50,3,6,21,067,Kentucky,Fayette County,295803,323152
50,3,6,21,069,Kentucky,Fleming County,14348,14581
50,3,6,21,071,Kentucky,Floyd County,39451,35589
50,3,6,21,073,Kentucky,Franklin County,49285,50991
50,3,6,21,075,Kentucky,Fulton County,6813,5969
50,3,6,21,077,Kentucky,Gallatin County,8589,8869
50,3,6,21,079,Kentucky,Garrard County,16912,17666
50,3,6,21,081,Kentucky,Grant County,24662,25069
50,3,6,21,083,Kentucky,Graves County,37121,37266
50,3,6,21,085,Kentucky,Grayson County,25746,26427
50,3,6,21,087,Kentucky,Green County,11258,10941
50,3,6,21,089,Kentucky,Greenup County,36910,35098
50,3,6,21,091,Kentucky,Hancock County,8565,8722
50,3,6,21,093,Kentucky,Hardin County,105543,110958
50,3,6,21,095,Kentucky,Harlan County,29278,26010
50,3,6,21,097,Kentucky,Harrison County,18846,18886
50,3,6,21,099,Kentucky,Hart County,18199,19035
50,3,6,21,101,Kentucky,Henderson County,46250,45210
50,3,6,21,103,Kentucky,Henry County,15416,16126
50,3,6,21,105,Kentucky,Hickman County,4902,4380
50,3,6,21,107,Kentucky,Hopkins County,46920,44686
50,3,6,21,109,Kentucky,Jackson County,13494,13329
50,3,6,21,111,Kentucky,Jefferson County,741096,766757
50,3,6,21,113,Kentucky,Jessamine County,48586,54115
50,3,6,21,115,Kentucky,Johnson County,23356,22188
50,3,6,21,117,Kentucky,Kenton County,159720,166998
50,3,6,21,119,Kentucky,Knott County,16346,14806
50,3,6,21,121,Kentucky,Knox County,31883,31145
50,3,6,21,123,Kentucky,Larue County,14193,14398
50,3,6,21,125,Kentucky,Laurel County,58849,60813
50,3,6,21,127,Kentucky,Lawrence County,15860,15317
50,3,6,21,129,Kentucky,Lee County,7887,7403
50,3,6,21,131,Kentucky,Leslie County,11310,9877
50,3,6,21,133,Kentucky,Letcher County,24519,21553
50,3,6,21,135,Kentucky,Lewis County,13870,13275
50,3,6,21,137,Kentucky,Lincoln County,24742,24549
50,3,6,21,139,Kentucky,Livingston County,9519,9194
50,3,6,21,141,Kentucky,Logan County,26835,27102
50,3,6,21,143,Kentucky,Lyon County,8314,8210
50,3,6,21,145,Kentucky,McCracken County,65565,65418
50,3,6,21,147,Kentucky,McCreary County,18306,17231
50,3,6,21,149,Kentucky,McLean County,9531,9207
50,3,6,21,151,Kentucky,Madison County,82916,92987
50,3,6,21,153,Kentucky,Magoffin County,13333,12161
50,3,6,21,155,Kentucky,Marion County,19820,19273
50,3,6,21,157,Kentucky,Marshall County,31448,31100
50,3,6,21,159,Kentucky,Martin County,12929,11195
50,3,6,21,161,Kentucky,Mason County,17490,17070
50,3,6,21,163,Kentucky,Meade County,28602,28572
50,3,6,21,165,Kentucky,Menifee County,6306,6489
50,3,6,21,167,Kentucky,Mercer County,21331,21933
50,3,6,21,169,Kentucky,Metcalfe County,10099,10071
50,3,6,21,171,Kentucky,Monroe County,10963,10650
50,3,6,21,173,Kentucky,Montgomery County,26499,28157
50,3,6,21,175,Kentucky,Morgan County,13923,13309
50,3,6,21,177,Kentucky,Muhlenberg County,31499,30622
50,3,6,21,179,Kentucky,Nelson County,43437,46233
50,3,6,21,181,Kentucky,Nicholas County,7135,7269
50,3,6,21,183,Kentucky,Ohio County,23842,23994
50,3,6,21,185,Kentucky,Oldham County,60316,66799
50,3,6,21,187,Kentucky,Owen County,10841,10901
